cod_un_negocio,cod_pedido,cod_material,cod_material_pai,apresentacao_combo,dt_venda,dt_hora_venda,cod_ciclo,des_ciclo,marca_ind,categoria_final_nivel1,uf,regiao,des_cidade,vlr_receita_bruta_omni,vlr_receita_faturada,vlr_venda_pago,vlr_venda_desconto,status_oms,flg_faturada,flg_aprovada,des_canal_venda_final,fonte_de_trafego_nivel_1,des_midia_canal,des_cupom,flg_pedidos_cd,flg_pedidos_pickup,cpf_hash,cpf_consumidor_full
UN-0,PED-555025447686000760,SKU-8698159716483671790,PAI-8698159716483671790,INDIVIDUAL,2022-02-13,2022-02-13T10:52:07,202203,SEM INFO,MARCA-46,CAT-16,SP,SUDESTE,Mococa,0,0,0,1.43,1. Faturado,1,1,Site,3. CRM,salesforce,CUPOM-277,1,,4d493997f005abd187f880cad41f1f47,47686000760
UN-6,PED-171023587145903353,SKU-4106936146584550550,PAI-4106936146584550550,INDIVIDUAL,2022-11-25,2022-11-25T15:40:23,202216,REGULAR,MARCA-9,CAT-7,RJ,SUDESTE,Rio de Janeiro,,,16.07,34.26,4. Cancelado,0,0,App,2. Não Pagos,google-play,CUPOM-313,,1,fd07dc170c264bbb44c84da3d1898155,17145903353
UN-0,PED-555025447686000760,SKU-9202426291294852073,PAI-9202426291294852073,INDIVIDUAL,2022-02-13,2022-02-13T10:52:07,202203,SEM INFO,MARCA-44,CAT-16,SP,SUDESTE,Mococa,0,0,0,0.01,1. Faturado,1,1,Site,3. CRM,salesforce,CUPOM-277,1,,4d493997f005abd187f880cad41f1f47,47686000760
UN-6,PED-3501159746013440882,SKU-261747282725307436,PAI-5586054649395156289,COMBO,2022-08-15,2022-08-15T11:02:05,202212,REGULAR,MARCA-4,CAT-25,AL,NORDESTE,Maceió,,20.11,20.11,5.02,1. Faturado,1,1,App,1. Pagos,rakuten,CUPOM-313,,,3327383450ca44b2079bf5e107be1f6d,96013440882
UN-6,PED-91717508513017063,SKU-2696387468720379573,PAI-2696387468720379573,INDIVIDUAL,2022-05-25,2022-05-25T16:06:40,202208,NAMORADOS,MARCA-47,CAT-13,RJ,SUDESTE,Rio de Janeiro,0,94.97,94.97,23.76,1. Faturado,1,1,Site,3. CRM,salesforce_clubeviva,CUPOM-313,1,,ae5d302cb9cda17d9ad40d434e67e367,48513017063
UN-6,PED-5343866095142231329,SKU-6330347193917179268,PAI-6330347193917179268,INDIVIDUAL,2022-12-21,2022-12-21T09:28:49,202217,NATAL,MARCA-36,CAT-13,RS,SUL,Porto Alegre,0,86.88,83.59,2.73,1. Faturado,1,1,Site,1. Pagos,rakuten,CUPOM-313,1,,78dbd3d68543d88096b29ccb99639632,95142231329
UN-6,PED-6361697999997967244,SKU-441701330398778384,PAI-441701330398778384,INDIVIDUAL,2022-06-30,2022-06-30T09:35:35,202209,REGULAR,MARCA-34,CAT-15,AM,NORTE,Manaus,,,0,30.89,4. Cancelado,0,0,App,3. CRM,Firebase,CUPOM-313,,1,f4a7965bfc9e6aa8029b9e30f4da278d,39997967244
UN-6,PED-7873982371277630360,SKU-7667997433599061990,PAI-7667997433599061990,INDIVIDUAL,2022-02-13,2022-02-13T18:20:15,202202,REGULAR,MARCA-7,CAT-3,CE,NORDESTE,Maracanaú,0,,0,46.73,4. Cancelado,0,0,App,2. Não Pagos,google-play,CUPOM-313,1,,ebc4b2917a9e9b41a0be39ad1b6b0ea6,11277630360
UN-6,PED-5873117273177918082,SKU-8864882412733981857,PAI-8864882412733981857,INDIVIDUAL,2022-02-20,2022-02-20T11:38:40,202203,REGULAR,MARCA-36,CAT-13,GO,CENTRO OESTE,Morrinhos,,71.93,71.93,18,1. Faturado,1,1,App,3. CRM,Firebase,CUPOM-313,,,925aa598d695d6c2f10bb3cc54c8fd74,63177918082
UN-6,PED-4918297657815179700,SKU-5179719276085230670,PAI-5179719276085230670,INDIVIDUAL,2022-11-21,2022-11-21T15:25:14,202216,REGULAR,MARCA-31,CAT-7,PI,NORDESTE,Teresina,0,29.45,29.45,7.92,1. Faturado,1,1,App,3. CRM,salesforce,CUPOM-313,1,,b0225db182ab0e0f6b905b511ea1abec,77815179700
UN-6,PED-5968599302629373853,SKU-7991399162475061278,PAI-7991399162475061278,INDIVIDUAL,2022-11-24,2022-11-24T19:52:27,202216,REGULAR,MARCA-39,CAT-16,SP,SUDESTE,Bertioga,0,,14.33,21.6,4. Cancelado,0,0,App,1. Pagos,facebook,CUPOM-313,1,,b7159f1bbef1527a5a5b311f8e818b08,12629373853
UN-0,PED-7603046686060134575,SKU-8629849432425071168,PAI-8629849432425071168,INDIVIDUAL,2022-12-21,2022-12-21T15:15:50,202301,SEM INFO,MARCA-23,CAT-13,SP,SUDESTE,Mogi das Cruzes,0,0.27,0,15.83,1. Faturado,1,1,Site,2. Não Pagos,google,CUPOM-443,1,,351bd054b9d988d34085d27aaa4704c9,56060134575
UN-6,PED-5963502384462393837,SKU-8314949999988665287,PAI-8314949999988665287,individual,2022-12-09,2022-12-09T20:15:24,202217,NATAL,MARCA-33,CAT-21,MG,SUDESTE,Juiz de Fora,0,0.61,0.61,0.11,1. Faturado,1,1,App,1. Pagos,rakuten,CUPOM-167,1,,ddf04b77f19038a03dae2a64cc652394,64462393837
UN-6,PED-8106038216005276814,SKU-401156921000722978,PAI-401156921000722978,INDIVIDUAL,2022-02-15,2022-02-15T13:28:23,202203,REGULAR,MARCA-46,CAT-13,SC,SUL,São Miguel do Oeste,0,97.85,97.85,24.48,1. Faturado,1,1,Site,1. Pagos,zanox,CUPOM-313,1,,042cc4ea2851a969df861496069742da,36005276814
UN-6,PED-3305188812537671046,SKU-1721619748215410715,PAI-1721619748215410715,INDIVIDUAL,2022-09-17,2022-09-17T21:59:17,202213,REGULAR,MARCA-16,CAT-16,RJ,SUDESTE,Niterói,0,0,0,1.19,1. Faturado,1,1,Site,4. Brand Awareness,instagram,CUPOM-3,1,,259657c5761ca6ebf2387fa11535fe26,22537671046
UN-0,PED-816932658639067008,SKU-183075061267470965,PAI-774049397692819847,combo,2022-10-05,2022-10-05T01:02:47,202214,SEM INFO,MARCA-44,CAT-3,GO,CENTRO OESTE,Águas Lindas de Goiás,0,23.52,23.52,4.18,1. Faturado,1,1,Site,2. Não Pagos,google,CUPOM-313,1,,d153f159c8bd0ae4c3a60baa79de82be,58639067008
UN-6,PED-2601577802403154769,SKU-2282640478362543564,PAI-8977003996666912178,COMBO,2022-05-10,2022-05-10T19:09:33,202207,REGULAR,MARCA-7,CAT-3,SP,SUDESTE,Sorocaba,0,24.43,22.97,5.76,1. Faturado,1,1,Site,2. Não Pagos,google,CUPOM-313,1,,15e5b2380eec7e967dee226c2d30437c,12403154769
UN-6,PED-3685612519343929672,SKU-7846472636072503303,PAI-4884933208786093938,COMBO,2022-04-04,2022-04-04T12:21:07,202205,REGULAR,MARCA-31,CAT-9,RJ,SUDESTE,São Gonçalo,,24.41,24.41,0,1. Faturado,1,1,App,2. Não Pagos,google-play,CUPOM-313,,,128beea35982e0173e12af4f4f9ce5d7,29343929672
UN-6,PED-8326371373872765467,SKU-3222910848874303723,PAI-3222910848874303723,INDIVIDUAL,2022-04-13,2022-04-13T17:45:40,202205,REGULAR,MARCA-25,CAT-16,SP,SUDESTE,São Bernardo do Campo,,0,0,28.73,1. Faturado,1,1,Site,1. Pagos,google,CUPOM-313,,,bd610bf49f2c64af80834ca81e157e5d,53872765467
UN-6,PED-2485076179539318765,SKU-5974794228578963997,PAI-5974794228578963997,individual,2022-09-07,2022-09-07T11:02:27,202213,REGULAR,MARCA-31,CAT-13,PB,NORDESTE,São Mamede,0,,95.69,41.04,4. Cancelado,0,0,App,1. Pagos,google,CUPOM-313,1,,d2fdc864351ba1f7c889458f2b85b5e5,59539318765
UN-6,PED-235107062721496518,SKU-218491678102662270,PAI-3600801843699491494,COMBO,2022-10-01,2022-10-01T11:33:05,202214,REGULAR,MARCA-1,CAT-22,SP,SUDESTE,Araraquara,0,29.45,29.45,7.6,4. Cancelado,1,1,Site,2. Não Pagos,(direct),CUPOM-313,1,,9f380af44e80fbb4b2dbcec1f4f2824a,72721496518
UN-6,PED-6869895782379670591,SKU-4176614686031330868,PAI-4176614686031330868,INDIVIDUAL,2022-01-11,2022-01-11T11:48:00,202201,REGULAR,MARCA-30,CAT-13,SP,SUDESTE,Santana de Parnaíba,0,39.53,39.53,39.6,1. Faturado,1,1,App,3. CRM,Firebase,CUPOM-272,1,,d4c96be3ec964a8bb07762ae52d70e16,42379670591
UN-6,PED-3525094676238446412,SKU-7517026487061021892,PAI-7517026487061021892,individual,2022-05-07,2022-05-07T09:48:57,202206,MAES,MARCA-42,CAT-22,PE,NORDESTE,Buíque,0,46.01,46.01,11.52,1. Faturado,1,1,App,3. CRM,Firebase,CUPOM-272,1,,49042fc9da45eaafef826667184dd817,66238446412
UN-9,PED-8601958123024694078,SKU-4963588606351291403,PAI-4963588606351291403,INDIVIDUAL,2022-09-15,2022-09-15T21:27:26,202211,PAIS,MARCA-19,CAT-13,PA,NORTE,Belém,,22.1,22.1,9.5,1. Faturado,1,1,Site,4. Brand Awareness,google,CUPOM-313,,1,6e39234e17af34038d327e2db1557fa7,53024694078
UN-6,PED-7873982371277630360,SKU-7822930667077693839,PAI-7822930667077693839,INDIVIDUAL,2022-02-13,2022-02-13T18:20:15,202202,REGULAR,MARCA-14,CAT-13,CE,NORDESTE,Maracanaú,0,,86.33,21.6,4. Cancelado,0,0,App,2. Não Pagos,google-play,CUPOM-313,1,,ebc4b2917a9e9b41a0be39ad1b6b0ea6,11277630360
UN-0,PED-7978417847002386709,SKU-5157755689371948535,PAI-5157755689371948535,individual,2022-02-24,2022-02-24T21:38:57,202204,SEM INFO,MARCA-28,CAT-16,SP,SUDESTE,Santa Isabel,0,,0,0.01,4. Cancelado,0,0,Site,5. Outros,,CUPOM-313,1,,5e772f57a6332f07fca137d9e17206f5,27002386709
UN-6,PED-5234200995992117767,SKU-4865823021376946531,PAI-4865823021376946531,INDIVIDUAL,2022-07-14,2022-07-14T11:18:04,202210,REGULAR,MARCA-9,CAT-13,DF,CENTRO OESTE,Brasília,0,40.56,35.21,15.12,1. Faturado,1,1,Site,2. Não Pagos,(direct),CUPOM-313,1,,695b299ef9577718d09b0ba328eab61e,85992117767
UN-6,PED-1479413601024507121,SKU-5432885149843646573,PAI-5432885149843646573,INDIVIDUAL,2022-12-25,2022-12-25T10:39:52,202217,NATAL,MARCA-6,CAT-15,MG,SUDESTE,Contagem,,144.44,144.44,44.7,1. Faturado,1,1,Site,4. Brand Awareness,google,CUPOM-313,,1,d18b968a0b05fa2a02b0a6a8a0dbe886,91024507121
UN-6,PED-2076661611452504297,SKU-1089324018301313558,PAI-1089324018301313558,INDIVIDUAL,2022-01-05,2022-01-05T16:31:38,202201,REGULAR,MARCA-30,CAT-13,RS,SUL,Alvorada,0,,55.37,23.76,4. Cancelado,0,0,Site,4. Brand Awareness,google,CUPOM-313,1,,01bde3a45313ad39df5663a55d20542d,91452504297
UN-9,PED-9060887513865567943,SKU-2283216045312522154,PAI-2283216045312522154,INDIVIDUAL,2022-09-04,2022-09-04T13:42:17,202211,PAIS,MARCA-19,CAT-13,SP,SUDESTE,SAO BERNARDO DO CAMPO,0,19.65,18.53,0,1. Faturado,1,1,Mktp Out,5. Outros,,CUPOM-313,1,,4a4813073a54659c7473f55ad39e4712,93865567943
UN-6,PED-8910865449926513634,SKU-876617313263182782,PAI-876617313263182782,individual,2022-09-22,2022-09-22T12:25:36,202214,REGULAR,MARCA-20,CAT-7,SP,SUDESTE,Indaiatuba,0,94.45,94.45,20.61,1. Faturado,1,1,Site,1. Pagos,proxymedia,CUPOM-167,1,,127cd354f1aff468723c1a9b29b5db8f,19926513634
UN-6,PED-3803715891069183593,SKU-8242422036832767780,PAI-8242422036832767780,INDIVIDUAL,2022-11-12,2022-11-12T12:40:35,202216,REGULAR,MARCA-4,CAT-25,SC,SUL,Tubarão,0,25.78,25.78,17.28,1. Faturado,1,1,Site,1. Pagos,rakuten,CUPOM-126,1,,1e609cb6c071a60e791282659f2fb73b,91069183593
UN-6,PED-8311783785310826829,SKU-6902988859623591073,PAI-6902988859623591073,INDIVIDUAL,2022-10-26,2022-10-26T07:02:45,202215,REGULAR,MARCA-30,CAT-13,MG,SUDESTE,Belmiro Braga,,86.33,86.33,0,1. Faturado,1,1,App,3. CRM,Firebase,CUPOM-313,,,0ac44dbf61c0bcc6d0e8b3802e30b6a8,25310826829
UN-0,PED-7655748823263901994,SKU-630483958390604380,PAI-630483958390604380,INDIVIDUAL,2022-03-11,2022-03-11T10:48:08,202204,SEM INFO,MARCA-47,CAT-3,BA,NORDESTE,Lauro de Freitas,0,23.03,23.03,0,1. Faturado,1,1,Site,2. Não Pagos,(direct),CUPOM-313,1,,091d5fa3e3c11d3051160a715058117c,83263901994
UN-6,PED-2789317467106783585,SKU-6278043226025009532,PAI-6278043226025009532,INDIVIDUAL,2022-09-13,2022-09-13T07:54:03,202213,REGULAR,MARCA-47,CAT-13,SP,SUDESTE,São Paulo,,106.86,106.86,11.87,1. Faturado,1,1,App,2. Não Pagos,google-play,CUPOM-313,,1,4badeab0d1953169655ffe066042db9f,37106783585
UN-6,PED-6378353309462654919,SKU-3886812300769625528,PAI-3886812300769625528,INDIVIDUAL,2022-08-18,2022-08-18T15:05:29,202212,REGULAR,MARCA-0,CAT-7,SP,SUDESTE,Votuporanga,0,,34.42,8.64,4. Cancelado,0,0,App,1. Pagos,facebook,CUPOM-313,1,,e4d8340b9cc92a3263329fd1cd92a91b,39462654919
UN-0,PED-8398465211662009880,SKU-1753460978805408799,PAI-7764919193149635448,COMBO,2022-11-24,2022-11-24T17:04:51,202216,SEM INFO,MARCA-44,CAT-3,RJ,SUDESTE,Rio de Janeiro,-10,22.67,22.67,2.52,1. Faturado,1,1,Site,3. CRM,salesforce,CUPOM-477,1,,c3d7f9877acf994e4e538f03ad9f35a7,21662009880
UN-6,PED-3778150586768368634,SKU-1089324018301313558,PAI-1089324018301313558,INDIVIDUAL,2022-07-06,2022-07-06T10:43:48,202210,REGULAR,MARCA-30,CAT-13,SP,SUDESTE,Araçatuba,,,43.13,43.2,4. Cancelado,0,0,App,2. Não Pagos,google-play,CUPOM-313,,1,e7b4abb0b2df73fdc28c0afbf5e1c99f,96768368634
UN-6,PED-1865638600627571196,SKU-1124487366488768858,PAI-1124487366488768858,individual,2022-05-11,2022-05-11T16:15:36,202207,REGULAR,MARCA-9,CAT-13,SP,SUDESTE,Caraguatatuba,0,38.29,34.22,14.67,1. Faturado,1,1,Site,1. Pagos,rakuten,CUPOM-272,1,,68b94b839b33a94a6d6708803db07d5b,80627571196
UN-0,PED-323227889903489766,SKU-8193383658298393674,PAI-4993071663786749511,COMBO,2022-02-10,2022-02-10T15:05:21,202203,SEM INFO,MARCA-44,CAT-3,MG,SUDESTE,Belo Horizonte,0,,53.88,10.77,4. Cancelado,0,0,Site,1. Pagos,google,CUPOM-313,1,,fa833a2b4a2cb07d1321dcc4bf095fbc,99903489766
UN-6,PED-243858224925122830,SKU-6632035153176586802,PAI-6632035153176586802,individual,2022-02-04,2022-02-04T17:42:49,202202,REGULAR,MARCA-14,CAT-13,BA,NORDESTE,Salvador,,57.46,53.93,36,1. Faturado,1,1,App,3. CRM,Firebase,CUPOM-313,,,87d39f006ba18567fb4bc3e4b4d95f66,84925122830
UN-6,PED-5681867532702224543,SKU-6500785336436580309,PAI-6500785336436580309,INDIVIDUAL,2022-09-15,2022-09-15T11:51:23,202213,REGULAR,MARCA-9,CAT-16,SP,SUDESTE,São Paulo,0,0,0,1.19,1. Faturado,1,1,App,1. Pagos,facebook,CUPOM-292,1,,b4706f2dc37c56aa152c1d0eec6ad45a,52702224543
UN-6,PED-3178370499372574697,SKU-5846949700912298198,PAI-5846949700912298198,INDIVIDUAL,2022-09-09,2022-09-09T09:24:02,202213,REGULAR,MARCA-9,CAT-7,MG,SUDESTE,Itajubá,,44.5,44.5,20.16,1. Faturado,1,1,App,4. Brand Awareness,instagram,CUPOM-422,,,9be0a383379cccae36ef9110b24ad0df,79372574697
UN-0,PED-7102633929143091095,SKU-2816925040602585916,PAI-5138762808639771969,combo,2022-02-17,2022-02-17T08:03:58,202203,SEM INFO,MARCA-44,CAT-3,SP,SUDESTE,Santo André,0,25.93,23.69,0,1. Faturado,1,1,Site,1. Pagos,facebook,CUPOM-313,1,,bb21b83d16a36ae9149451846d20abd2,79143091095
UN-6,PED-7353592420346242402,SKU-2515471277911846815,PAI-2515471277911846815,INDIVIDUAL,2022-11-06,2022-11-06T13:05:09,202216,REGULAR,MARCA-7,CAT-16,PR,SUL,Maringá,0,0,0,21.53,1. Faturado,1,1,App,2. Não Pagos,(direct),CUPOM-134,1,,331b5961c9f1ecda8b18ef4ae927bdc9,50346242402
UN-6,PED-5375696675954880488,SKU-2297296980498697562,PAI-2297296980498697562,INDIVIDUAL,2022-08-16,2022-08-16T19:28:17,202212,REGULAR,MARCA-16,CAT-9,PE,NORDESTE,Granito,0,20.81,20.81,0,1. Faturado,1,1,Site,2. Não Pagos,(direct),CUPOM-313,1,,828e03fea03bdd96203ba39a181922fa,15954880488
UN-0,PED-5559713220142588135,SKU-5779487031249369483,PAI-5779487031249369483,INDIVIDUAL,2022-06-20,2022-06-20T09:01:09,202209,SEM INFO,MARCA-18,CAT-16,GO,CENTRO OESTE,Goiânia,0,0,0,0,1. Faturado,1,1,Site,1. Pagos,google,CUPOM-457,1,,513a931c1a6f0a20d9dba4053d39aea3,40142588135
UN-0,PED-8728274884219977173,SKU-4886584180401620733,PAI-4886584180401620733,INDIVIDUAL,2022-01-18,2022-01-18T20:17:47,202202,SEM INFO,MARCA-17,CAT-7,SP,SUDESTE,Sorocaba,0,83.51,79.19,0,1. Faturado,1,1,Site,3. CRM,salesforce,CUPOM-313,1,,9bba7e2f80712b06c7b9b7bd82cd7a82,14219977173
UN-6,PED-251460368385415011,SKU-2762657929986478655,PAI-2762657929986478655,INDIVIDUAL,2022-02-25,2022-02-25T10:25:12,202203,REGULAR,MARCA-46,CAT-16,SP,SUDESTE,Diadema,0,0,0,28.73,1. Faturado,1,1,App,1. Pagos,facebook,CUPOM-313,1,,901f85541f94437bad0745059568056d,18385415011
UN-6,PED-8223717325987187332,SKU-4258079057547904777,PAI-4258079057547904777,INDIVIDUAL,2022-11-26,2022-11-26T10:48:29,202216,REGULAR,MARCA-31,CAT-13,SP,SUDESTE,São Paulo,,122.33,122.33,0,1. Faturado,1,1,Site,1. Pagos,google,CUPOM-313,,,e64c5bfd5c9239053b0512bb9fa3520c,95987187332
UN-0,PED-275722058404781430,SKU-9143225213902316857,PAI-9143225213902316857,INDIVIDUAL,2022-11-26,2022-11-26T16:29:49,202216,SEM INFO,MARCA-17,CAT-16,RJ,SUDESTE,Volta Redonda,0,0,0,0,1. Faturado,1,1,Site,4. Brand Awareness,bing,CUPOM-313,1,,52bcffa9d4f4b0a6dab3d6b4bcf4a3de,48404781430
UN-6,PED-5681867532702224543,SKU-3618440332224673409,PAI-3618440332224673409,INDIVIDUAL,2022-09-15,2022-09-15T11:51:23,202213,REGULAR,MARCA-6,CAT-16,SP,SUDESTE,São Paulo,0,0,0,1.19,1. Faturado,1,1,App,1. Pagos,facebook,CUPOM-292,1,,b4706f2dc37c56aa152c1d0eec6ad45a,52702224543
UN-6,PED-700879150218165391,SKU-4373957292506643988,PAI-4373957292506643988,individual,2022-01-26,2022-01-26T21:28:17,202202,REGULAR,MARCA-9,CAT-13,SP,SUDESTE,Taboão da Serra,,48.89,48.89,0,1. Faturado,1,1,App,1. Pagos,Site,CUPOM-313,,,930709c33f4121d704075faf70787ad4,20218165391
UN-6,PED-6163062847319891029,SKU-8871527639675282896,PAI-8871527639675282896,individual,2022-01-13,2099-01-01T00:00:00,202201,REGULAR,MARCA-14,CAT-15,MG,SUDESTE,Ipatinga,,36.65,36.65,15.84,1. Faturado,1,1,Site,2. Não Pagos,google,CUPOM-313,,1,d278185909f73182e9f9f016a55cfa39,17319891029
UN-6,PED-2926506713135427027,SKU-2674424216783857645,PAI-2674424216783857645,INDIVIDUAL,2022-06-27,2022-06-27T19:37:48,202209,REGULAR,MARCA-28,CAT-1,SP,SUDESTE,Campinas,0,4.5,3.89,3.96,1. Faturado,1,1,App,3. CRM,Firebase,CUPOM-313,1,,0ba63c0371b3867e7c0d9511ceda814d,33135427027
UN-6,PED-6133206959520491592,SKU-2469134506814625343,PAI-8702820577490051603,COMBO,2022-05-25,2022-05-25T08:50:48,202208,NAMORADOS,MARCA-25,CAT-9,MT,CENTRO OESTE,Cuiabá,0,45.94,45.94,22.97,1. Faturado,1,1,Site,1. Pagos,zanox,CUPOM-313,1,,aa5552c52cbbcbb376b78f767f1995e9,99520491592
UN-0,PED-6458244198923149207,SKU-3951009845880862661,PAI-3951009845880862661,INDIVIDUAL,2022-08-18,2022-08-18T05:06:14,202212,SEM INFO,MARCA-5,CAT-13,SP,SUDESTE,São Paulo,0,,143.99,0,4. Cancelado,0,0,Site,1. Pagos,google,CUPOM-313,1,,0443d908a1b85b8dc642d079eb450b69,88923149207
UN-6,PED-6421615004050882471,SKU-9184184373793837041,PAI-9184184373793837041,INDIVIDUAL,2022-04-24,2022-04-24T21:06:55,202206,MAES,MARCA-4,CAT-7,RS,SUL,Passo Fundo,,30.19,30.19,12.94,1. Faturado,1,1,App,2. Não Pagos,(direct),CUPOM-272,,1,a755b78d5b4c10ffceae18d060599cf2,84050882471
UN-6,PED-646538884517010868,SKU-9188690259879685133,PAI-9188690259879685133,INDIVIDUAL,2022-03-16,2022-03-16T13:13:17,202204,REGULAR,MARCA-36,CAT-13,SP,SUDESTE,Tambaú,0,93.53,93.53,0,1. Faturado,1,1,Site,2. Não Pagos,google,CUPOM-313,1,,c5e0567e1786778e03946899feafaab0,44517010868
UN-6,PED-8908780131717031948,SKU-6074891358979240172,PAI-6074891358979240172,INDIVIDUAL,2022-11-25,2022-11-25T13:55:41,202216,REGULAR,MARCA-9,CAT-2,DF,CENTRO OESTE,Brasília,,38.23,38.23,12.09,1. Faturado,1,1,Site,4. Brand Awareness,instagram,CUPOM-313,,1,0b6d73c2a5403b668820c0d6669807b5,91717031948
UN-6,PED-2938290967044736640,SKU-3691247777970002872,PAI-3635268450922369206,COMBO,2022-05-25,2022-05-25T11:41:41,202208,NAMORADOS,MARCA-7,CAT-3,SP,SUDESTE,São Paulo,0,31.61,31.61,15.16,1. Faturado,1,1,Site,2. Não Pagos,(direct),CUPOM-313,1,,0a69f702bc9dff2d38e39dae4207ef96,47044736640
UN-6,PED-1661793838808311228,SKU-6048436718599817202,PAI-6048436718599817202,INDIVIDUAL,2022-10-01,2022-10-01T10:38:40,202214,REGULAR,MARCA-7,CAT-3,BA,NORDESTE,Camaçari,,21.08,21.08,11.97,1. Faturado,1,1,App,1. Pagos,facebook,CUPOM-126,,,ab1e7a0aeefdf46eb3901258223471b1,98808311228
UN-6,PED-1375507500778118618,SKU-4722306539825235718,PAI-4250557082643883012,combo,2022-02-24,2022-02-24T21:42:42,202203,REGULAR,MARCA-14,CAT-9,PR,SUL,Ponta Grossa,,23.35,23.35,25.47,1. Faturado,1,1,Site,2. Não Pagos,google,CUPOM-313,,1,4567edf953fbafc9e612d10784ab8355,70778118618
UN-6,PED-567329504398132391,SKU-1856931400137328627,PAI-1856931400137328627,INDIVIDUAL,2022-05-19,2022-05-19T16:16:35,202207,REGULAR,MARCA-9,CAT-16,PR,SUL,Cianorte,,,5.54,13.1,4. Cancelado,0,0,App,3. CRM,Firebase,CUPOM-313,,1,88f6f8542ec8f58d66893fb6665b4933,24398132391
UN-6,PED-6778439315024830887,SKU-4643403622263298816,PAI-4643403622263298816,INDIVIDUAL,2022-04-12,2022-04-12T08:47:55,202205,REGULAR,MARCA-36,CAT-13,CE,NORDESTE,Maracanaú,0,,0,31.68,4. Cancelado,0,0,App,2. Não Pagos,google-play,CUPOM-313,1,,a106e978c4cc11c058693d8d7cbcfc2c,45024830887
UN-6,PED-3667069176870046120,SKU-5547317735035742240,PAI-3457020625750025943,combo,2022-02-21,2022-02-21T15:50:22,202203,REGULAR,MARCA-4,CAT-25,SP,SUDESTE,Jacareí,0,7.84,7.25,4.2,1. Faturado,1,1,App,2. Não Pagos,google-play,CUPOM-313,1,,6f53f73d8b8e525dba1bcea8f14f1662,16870046120
UN-6,PED-1375507500778118618,SKU-8147432698586617006,PAI-4250557082643883012,COMBO,2022-02-24,2022-02-24T21:42:42,202203,REGULAR,MARCA-14,CAT-9,PR,SUL,Ponta Grossa,,17.84,17.84,19.46,1. Faturado,1,1,Site,2. Não Pagos,google,CUPOM-313,,1,4567edf953fbafc9e612d10784ab8355,70778118618
UN-6,PED-5688818585406830616,SKU-8610942986720292852,PAI-8610942986720292852,individual,2022-11-25,2022-11-25T22:18:27,202216,REGULAR,MARCA-36,CAT-13,PR,SUL,Curitiba,,85.12,85.12,26.41,1. Faturado,1,1,App,1. Pagos,google,CUPOM-57,,,54431fdfb5f66d86b5cff262a307d5f0,45406830616
UN-0,PED-2305753417866169192,SKU-5510638941325901071,PAI-5510638941325901071,INDIVIDUAL,2022-08-18,2022-08-18T18:48:38,202212,SEM INFO,MARCA-44,CAT-3,SP,SUDESTE,Campinas,0,17.99,17.99,12.96,1. Faturado,1,1,Site,1. Pagos,facebook,CUPOM-244,1,,8aca2129a5804df57f85b0a6de5d0649,47866169192
UN-6,PED-2287842709988064499,SKU-7760420063493580190,PAI-7760420063493580190,INDIVIDUAL,2022-06-05,2022-06-05T17:19:51,202208,NAMORADOS,MARCA-28,CAT-13,PR,SUL,Curitiba,0,22.97,22.97,5.76,1. Faturado,1,1,App,1. Pagos,facebook,CUPOM-313,1,,56f0e5fd17528fa99ee429eb401b21e6,59988064499
UN-6,PED-2431977882528704692,SKU-5232039556128550363,PAI-5232039556128550363,INDIVIDUAL,2022-09-11,2022-09-11T15:52:02,202213,REGULAR,MARCA-7,CAT-3,SP,SUDESTE,Jundiaí,0,,25.85,0,4. Cancelado,0,0,App,1. Pagos,rakuten,CUPOM-313,1,,a12c4ccc97dfa933aaa504f41594e781,52528704692
UN-6,PED-6515358528904461948,SKU-8157757819288249275,PAI-8157757819288249275,INDIVIDUAL,2022-12-27,2022-12-27T11:55:58,202301,SEM INFO,MARCA-0,CAT-13,AM,NORTE,Manaus,0,,77.69,19.44,4. Cancelado,0,0,App,2. Não Pagos,(direct),CUPOM-313,1,,0b71f3706dc1767ad31e07cf61966b9e,58904461948
UN-6,PED-983569064250675136,SKU-3697351248885571682,PAI-3697351248885571682,individual,2022-08-17,2022-08-17T18:09:39,202212,REGULAR,MARCA-39,CAT-16,GO,CENTRO OESTE,Planaltina,0,,0,35.93,4. Cancelado,0,0,App,1. Pagos,facebook,CUPOM-313,1,,33597f6546b16757230ac167016ae10b,24250675136
UN-6,PED-3646194170335553738,SKU-3159324792879899010,PAI-9070209129940430252,COMBO,2022-05-01,2022-05-01T18:27:43,202206,MAES,MARCA-7,CAT-3,SP,SUDESTE,São Paulo,0,,25.85,0,4. Cancelado,0,0,Site,1. Pagos,rakuten,CUPOM-313,1,,0b78b0d7234c004fc13104b17a609a53,60335553738
UN-6,PED-2394865425589950165,SKU-3274364377698445552,PAI-3274364377698445552,individual,2022-09-27,2022-09-27T00:10:51,202214,REGULAR,MARCA-46,CAT-13,ES,SUDESTE,Vila Velha,,20.09,20.09,8.64,1. Faturado,1,1,Site,1. Pagos,rakuten,CUPOM-167,,,2eaff8e02d8cfe9a963dc63505da882a,85589950165
